brand,laptop_type,cpu,ram_gb,storage_gb,storage_type,gpu,screen_size_in,resolution,touchscreen,weight_kg,os,price_usd
Dell,Notebook,Intel Core i7 8550U,16,256.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,863.9
Lenovo,Gaming,Intel Core i7 6700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,3.31,Windows 10,910.33
Dell,Gaming,Intel Core i7 7700HQ,32,512.0,SSD,Nvidia,17.3,3840x2160,0,4.42,Windows 10,2395.6
Dell,Notebook,Intel Core i5 6300U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.56,Windows 10,935.44
Lenovo,Notebook,Intel Celeron Dual Core N3350,4,500.0,HDD,Intel,15.6,1366x768,0,2.2,Windows 10,318.92
Lenovo,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,15.6,1920x1080,0,2.2,Windows 10,407.21
HP,Notebook,Intel Core i3 6006U,6,1024.0,HDD,AMD,15.6,1920x1080,0,2.04,Windows 10,410.26
MSI,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,17.3,1920x1080,0,2.7,Windows 10,1131.64
Toshiba,Notebook,Intel Core i3 6100U,4,128.0,SSD,Intel,15.6,1366x768,0,2.1,Windows 10,379.05
Dell,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1920x1080,0,2.06,Windows 10,726.89
HP,Notebook,Intel Core i7 7500U,8,1024.0,HDD,AMD,15.6,1920x1080,0,2.1,Windows 10,567.05
Toshiba,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.0,Windows 10,957.52
Acer,Notebook,Intel Core i3 6006U,4,128.0,SSD,Intel,15.6,1366x768,0,2.1,Linux,313.59
Microsoft,Ultrabook,Intel Core i7 7600U,8,256.0,SSD,Intel,13.5,2256x1504,1,1.252,Windows 10 S,1421.7
Lenovo,Notebook,Intel Core i5 7200U,8,128.0,SSD,AMD,15.6,1920x1080,0,1.9,Windows 10,622.58
Lenovo,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.3,Windows 10,787.02
Lenovo,Notebook,AMD E-Series E2-9000,4,128.0,SSD,AMD,15.6,1366x768,0,2.2,Windows 10,265.64
HP,2 in 1 Convertible,Intel Core i3 7100U,4,128.0,SSD,Nvidia,14.0,1920x1080,1,1.63,Windows 10,532.04
MSI,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.4,Windows 10,984.92
Asus,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.1,Windows 10,863.9
HP,2 in 1 Convertible,Intel Celeron Dual Core N3350,8,64.0,SSD,Intel,11.6,1366x768,1,1.4,Chrome OS,376.77
LG,Ultrabook,Intel Core i7 8550U,8,512.0,SSD,Intel,15.6,1920x1080,0,1.09,Windows 10,1749.87
Acer,Gaming,Intel Core i5 7300HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,988.72
MSI,Gaming,Intel Core i5 7300HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,759.54
Asus,Notebook,Intel Celeron Dual Core N3350,4,128.0,SSD,Intel,15.6,1366x768,0,1.86,Windows 10,318.92
Dell,Gaming,Intel Core i5 7300HQ,16,128.0,SSD,Nvidia,15.6,1920x1080,0,3.21,Windows 10,1561.1
HP,Notebook,Intel Core i3 6006U,4,256.0,SSD,AMD,17.3,1920x1080,0,2.5,Windows 10,532.04
Lenovo,2 in 1 Convertible,Intel Core i7 8550U,8,512.0,SSD,Intel,13.3,1920x1080,1,1.19,Windows 10,1140.95
Dell,Gaming,Intel Core i7 7820HK,16,256.0,SSD,Nvidia,15.6,1920x1080,0,3.49,Windows 10,2141.67
HP,Notebook,Intel Core i5 7200U,4,500.0,HDD,AMD,15.6,1366x768,0,1.86,Windows 10,466.28
Dell,Notebook,Intel Core i3 6006U,4,1024.0,HDD,AMD,15.6,1366x768,0,2.2,Windows 10,415.33
HP,Notebook,AMD A10-Series 9600P,6,2048.0,HDD,AMD,17.3,1920x1080,0,2.65,Windows 10,433.09
Lenovo,Notebook,Intel Celeron Dual Core 3855U,4,500.0,HDD,Intel,15.6,1366x768,0,2.1,Windows 10,242.04
Acer,Notebook,Intel Celeron Dual Core 3855U,4,32.0,SSD,Intel,14.0,1366x768,0,1.45,Chrome OS,285.43
Lenovo,Notebook,Intel Core i5 7200U,4,256.0,SSD,Intel,14.0,1920x1080,0,1.7,Windows 10,532.04
HP,Workstation,Intel Core i7 7700HQ,8,500.0,HDD,Nvidia,17.3,1920x1080,0,3.14,Windows 10,1452.25
Lenovo,2 in 1 Convertible,Intel Core i7 7500U,8,256.0,SSD,Intel,14.0,2560x1440,1,1.42,Windows 10,1971.36
Toshiba,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.5,Windows 10,740.59
Acer,Netbook,Intel Celeron Dual Core N3050,4,32.0,SSD,Intel,11.6,1366x768,0,1.4,Windows 10,204.75
Lenovo,2 in 1 Convertible,Intel Core i7 7500U,16,512.0,SSD,Intel,14.0,1920x1080,1,1.38,Windows 10,1331.24
Asus,2 in 1 Convertible,Intel Core M M3-6Y30,4,64.0,SSD,Intel,12.5,1920x1080,1,1.2,Chrome OS,509.2
Toshiba,Ultrabook,Intel Core i7 6500U,16,512.0,SSD,Intel,13.3,1920x1080,1,1.36,Windows 10,1428.67
HP,Notebook,Intel Core i7 7500U,4,500.0,HDD,AMD,15.6,1920x1080,0,2.1,Windows 10,524.43
Dell,Gaming,Intel Core i5 7300HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.56,Windows 10,623.38
Lenovo,Notebook,AMD A9-Series 9420,4,256.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,303.7
Lenovo,Notebook,AMD A12-Series 9720P,8,1024.0,HDD,AMD,15.6,1366x768,0,2.2,Windows 10,326.53
Lenovo,Notebook,Intel Core i5 7200U,4,1024.0,HDD,Intel,15.6,1920x1080,0,2.1,Windows 10,473.01
Lenovo,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,15.6,1366x768,0,1.9,No OS,342.51
Dell,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.18,Windows 10,605.11
Acer,2 in 1 Convertible,Intel Core i5 8250U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.6,Windows 10,760.38
Lenovo,Workstation,Intel Core i7 6500U,16,512.0,SSD,Nvidia,15.6,1920x1080,0,2.18,Windows 7,1411.92
Lenovo,Notebook,Intel Core i5 6300HQ,8,256.0,SSD,Intel,14.0,1920x1080,0,1.8,Windows 10,906.52
HP,Notebook,AMD A10-Series 9620P,6,2048.0,HDD,AMD,17.3,1920x1080,0,2.71,Windows 10,498.56
Lenovo,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,950.67
Dell,Notebook,Intel Core i5 7440HQ,8,256.0,SSD,Nvidia,14.0,1920x1080,0,1.64,Linux,828.88
Dell,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1920x1080,0,1.98,Linux,552.59
Asus,Notebook,Intel Celeron Dual Core N3350,4,32.0,SSD,Intel,14.0,1920x1080,0,1.5,Windows 10,226.82
Dell,Notebook,Intel Core i5 7300U,16,512.0,SSD,Intel,15.6,1920x1080,0,1.93,Windows 10,1085.89
Lenovo,Notebook,Intel Core i5 7200U,8,256.0,SSD,Nvidia,14.0,1920x1080,0,1.87,Windows 10,652.35
Dell,Notebook,Intel Core i5 7300U,8,256.0,SSD,Intel,15.6,1920x1080,0,1.9,Windows 10,897.39
Lenovo,Notebook,AMD A6-Series 7310,4,500.0,HDD,AMD,15.6,1366x768,0,2.19,Windows 10,226.82
Mediacom,Notebook,Intel Atom Z8350,4,32.0,HDD,Intel,14.0,1920x1200,0,1.4,Windows 10,201.7
HP,Notebook,Intel Core i7 7500U,8,256.0,SSD,Nvidia,17.3,1920x1080,0,2.63,Windows 10,913.37
Lenovo,Ultrabook,Intel Core i7 6500U,8,512.0,SSD,Intel,14.0,2560x1440,0,1.17,Windows 10,1283.77
HP,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1366x768,1,1.58,Windows 10,636.77
Lenovo,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.32,Windows 10,1140.95
Dell,Gaming,Intel Core i7 7700HQ,32,1024.0,SSD,Nvidia,17.3,3840x2160,0,4.36,Windows 10,2785.33
MSI,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,17.3,1920x1080,0,2.7,Windows 10,1026.39
Lenovo,Notebook,Intel Core i5 7200U,4,1024.0,HDD,Intel,15.6,1366x768,0,1.9,No OS,372.88
Dell,Notebook,Intel Core i5 8250U,8,128.0,SSD,AMD,15.6,1920x1080,0,2.2,Windows 10,547.26
Dell,2 in 1 Convertible,Intel Core i3 7100U,4,1024.0,HDD,Intel,13.3,1920x1080,1,1.71,Windows 10,493.98
Dell,Notebook,Intel Core i5 7200U,8,1024.0,HDD,AMD,15.6,1366x768,0,2.32,Linux,448.71
HP,Notebook,AMD A9-Series 9420,4,1024.0,HDD,AMD,15.6,1920x1080,0,2.1,Windows 10,372.2
Acer,Gaming,Intel Core i7 6700HQ,16,128.0,SSD,Nvidia,17.3,1920x1080,0,4.2,Windows 10,1472.81
Dell,Notebook,Intel Core i5 7200U,12,1024.0,HDD,Intel,15.6,1366x768,0,2.25,Windows 10,493.98
HP,Notebook,AMD A9-Series A9-9420,6,128.0,SSD,AMD,15.6,1920x1080,0,2.1,Windows 10,494.74
Acer,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,15.6,1366x768,0,2.4,Windows 10,425.48
Lenovo,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.44,Windows 10,730.7
Lenovo,Notebook,Intel Core i7 7500U,4,1024.0,HDD,Intel,15.6,1920x1080,0,1.85,Windows 10,592.93
HP,Workstation,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,2.6,Windows 10,1841.2
Dell,2 in 1 Convertible,Intel Core i5 8250U,8,1024.0,HDD,Intel,13.3,1920x1080,1,1.55,Windows 10,501.59
MSI,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,1.8,Windows 10,1594.2
Acer,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,15.6,1366x768,0,2.4,Windows 10,312.68
Dell,Notebook,Intel Core i7 7500U,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.0,Windows 10,918.7
Dell,Notebook,Intel Core i3 6006U,8,256.0,SSD,Intel,15.6,1366x768,0,2.0,Windows 10,506.16
Toshiba,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,1,1.25,Windows 10,1168.35
Lenovo,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,1,1.7,Windows 10,760.38
Lenovo,Workstation,Intel Core i7 7600U,16,1024.0,SSD,Nvidia,15.6,3840x2160,0,2.5,Windows 10,2511.01
Acer,Notebook,Intel Celeron Dual Core N3060,2,32.0,SSD,Intel,14.0,1366x768,0,1.68,Chrome OS,251.18
Samsung,Ultrabook,Intel Core i7 7500U,16,256.0,SSD,Intel,13.3,1920x1080,0,0.81,Windows 10,1255.12
HP,Notebook,Intel Core i3 6006U,8,256.0,SSD,Intel,15.6,1920x1080,0,1.86,Windows 10,410.26
Dell,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1366x768,0,1.6,Windows 10,857.59
HP,Workstation,Intel Xeon E3-1535M v5,16,256.0,SSD,Nvidia,17.3,1920x1080,0,3.0,Windows 7,3340.66
Lenovo,Netbook,Intel Celeron Dual Core N3060,4,128.0,SSD,Intel,11.6,1366x768,1,1.4,Windows 10,361.54
HP,Notebook,Intel Core i5 6300U,8,256.0,SSD,Intel,15.6,1920x1080,0,1.84,Windows 10,1446.17
Asus,Notebook,Intel Core i5 6300HQ,4,1024.0,HDD,Nvidia,15.6,1366x768,0,2.45,No OS,440.7
Lenovo,Ultrabook,Intel Core i5 6200U,4,180.0,SSD,Intel,14.0,1920x1080,0,1.7,Windows 10,834.21
Asus,Notebook,Intel Core i7 7500U,4,256.0,SSD,Intel,15.6,1366x768,0,2.37,Windows 10,646.9
Lenovo,2 in 1 Convertible,Intel Core i5 6260U,8,256.0,SSD,Intel,13.3,3200x1800,1,1.3,Windows 10,912.61
HP,Notebook,Intel Core i5 7300HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,836.5
HP,Workstation,Intel Core i7 6700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.59,Windows 7,1188.14
Dell,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,3840x2160,0,4.42,Windows 10,2183.71
Acer,Notebook,Intel Core i5 7200U,4,256.0,SSD,Intel,15.6,1366x768,0,2.1,Windows 10,455.92
Lenovo,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.5,Windows 10,797.68
Dell,Ultrabook,Intel Core i7 7600U,16,256.0,SSD,Intel,12.5,1920x1080,0,1.18,Windows 10,1414.96
Google,Ultrabook,Intel Core i5 7Y57,8,256.0,SSD,Intel,12.3,2400x1600,1,1.1,Chrome OS,1186.62
Asus,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,3200x1800,0,1.2,Windows 10,859.33
Dell,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,13.3,1366x768,0,1.65,Windows 10,646.21
Acer,Notebook,Intel Core i5 6200U,4,128.0,SSD,Intel,13.3,1366x768,0,1.6,Windows 10,498.55
Asus,Notebook,Intel Pentium Quad Core N4200,4,1024.0,HDD,Nvidia,17.3,1366x768,0,2.8,Windows 10,358.0
Dell,Gaming,Intel Core i7 6700HQ,16,128.0,SSD,Nvidia,15.6,3840x2160,1,2.72,Windows 10,836.5
Samsung,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.31,Windows 10,1217.07
Acer,Notebook,Intel Pentium Quad Core N4200,4,1024.0,HDD,Intel,15.6,1366x768,0,2.1,Linux,226.82
Dell,Notebook,Intel Core i7 7500U,16,256.0,SSD,AMD,15.6,1920x1080,0,2.3,Windows 10,899.12
Samsung,2 in 1 Convertible,Intel Core i7 7500U,16,256.0,SSD,AMD,15.0,1920x1080,1,1.71,Windows 10,1369.3
Toshiba,Notebook,Intel Core i5 6200U,4,128.0,SSD,Intel,14.0,1366x768,0,1.75,Windows 10,776.37
Dell,Gaming,Intel Core i7 7700HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.62,Windows 10,836.5
HP,Ultrabook,Intel Core i5 6200U,4,256.0,SSD,Intel,12.5,1366x768,0,1.26,Windows 10,946.86
Asus,2 in 1 Convertible,Intel Core i7 7500U,12,2048.0,HDD,Nvidia,15.6,1920x1080,1,2.3,Windows 10,638.6
Lenovo,Notebook,Intel Core i7 6820HQ,16,512.0,SSD,Nvidia,15.6,3840x2160,0,2.5,Windows 7,1803.91
Acer,Notebook,Intel Core i3 7100U,4,128.0,SSD,Intel,14.0,1920x1080,0,1.8,Windows 10,484.09
Razer,Gaming,Intel Core i7 7700HQ,16,512.0,SSD,Nvidia,14.0,1920x1080,0,1.95,Windows 10,2206.55
Asus,Notebook,Intel Pentium Dual Core N4200,8,128.0,SSD,Intel,15.6,1920x1080,0,2.0,Windows 10,442.91
Dell,Gaming,Intel Core i7 7700HQ,32,1024.0,SSD,Nvidia,17.3,1920x1080,0,4.42,Windows 10,2731.59
Asus,Gaming,Intel Core i7 6700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,4.3,Windows 10,1788.69
Toshiba,Ultrabook,Intel Core i7 6600U,16,512.0,SSD,Nvidia,14.0,1920x1080,0,1.47,Windows 10,1342.66
Lenovo,Notebook,Intel Celeron Quad Core N3710,8,1024.0,HDD,Intel,15.6,1366x768,0,2.2,No OS,250.42
Lenovo,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Intel,14.0,1920x1080,0,1.7,Windows 10,1749.87
MSI,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,14.0,1920x1080,0,1.6,Windows 10,1439.32
MSI,Gaming,Intel Core i5 7300HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.2,Windows 10,828.88
Lenovo,Gaming,Intel Core i7 7700HQ,4,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.4,Windows 10,760.38
Acer,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,4.2,Windows 10,1749.87
Dell,Gaming,Intel Core i5 7300HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.62,Windows 10,749.73
Asus,Gaming,Intel Core i7 7700HQ,8,128.0,SSD,Nvidia,15.6,1920x1080,0,2.24,Windows 10,1019.17
Vero,Notebook,Intel Celeron Dual Core N3350,4,32.0,SSD,Intel,14.0,1920x1080,0,1.22,Windows 10,154.44
Lenovo,2 in 1 Convertible,Intel Core i7 7500U,8,512.0,SSD,Intel,13.3,1920x1080,1,1.37,Windows 10,1499.45
Lenovo,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,AMD,15.6,1920x1080,1,2.08,Windows 10,729.94
Apple,Ultrabook,Intel Core M,8,512.0,SSD,Intel,12.0,2304x1440,0,0.92,Mac OS X,886.73
Lenovo,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,2560x1440,1,1.42,Windows 10,1773.46
Asus,Notebook,Intel Celeron Dual Core N3350,4,32.0,SSD,Intel,14.0,1366x768,0,1.63,Windows 10,227.58
Dell,Notebook,Intel Core i5 7200U,8,128.0,SSD,Intel,15.6,1366x768,0,1.95,Windows 10,616.53
Lenovo,2 in 1 Convertible,Intel Core i7 7500U,8,256.0,SSD,Intel,13.9,1920x1080,1,1.38,Windows 10,1026.78
Dell,Notebook,Intel Core i3 6006U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.0,Windows 10,562.48
HP,Workstation,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,3.14,Windows 10,1571.68
Asus,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.37,Windows 10,836.5
Dell,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,1.29,Windows 10,1140.95
Dell,Notebook,Intel Core i5 7300HQ,8,256.0,SSD,Nvidia,15.6,3840x2160,1,2.06,Windows 10,1331.24
Dell,Netbook,Intel Pentium Quad Core N4200,4,128.0,SSD,Intel,11.6,1366x768,0,1.63,Windows 10,566.29
HP,Netbook,Intel Core i5 7300U,8,256.0,SSD,Intel,12.5,1366x768,0,1.26,Windows 10,1057.23
Toshiba,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,15.6,1366x768,0,2.1,Windows 10,593.69
HP,Notebook,AMD A12-Series 9700P,8,2048.0,HDD,AMD,15.6,1366x768,0,2.04,Windows 10,478.76
Dell,Gaming,Intel Core i7 7700HQ,16,512.0,SSD,Nvidia,15.6,3840x2160,0,2.62,Windows 10,1277.96
Lenovo,Notebook,Intel Core i5 7200U,4,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.4,Windows 10,463.54
HP,Gaming,Intel Core i7 7700HQ,12,1024.0,HDD,AMD,17.3,1920x1080,0,3.74,Windows 10,1331.24
MSI,Gaming,Intel Core i7 7700HQ,16,512.0,SSD,Nvidia,17.3,1920x1080,0,2.9,Windows 10,1838.16
Samsung,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,0,0.81,Windows 10,1140.95
Dell,Notebook,Intel Core i7 7500U,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,1.98,Windows 10,731.46
Dell,Notebook,Intel Core i5 7200U,8,256.0,SSD,AMD,15.6,1920x1080,0,2.18,Windows 10,601.16
Lenovo,Ultrabook,Intel Core i7 7500U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.32,Windows 10,1414.96
Razer,Ultrabook,Intel Core i7 7500U,16,512.0,SSD,Intel,12.5,3840x2160,1,1.29,Windows 10,1369.3
HP,Netbook,Intel Celeron Dual Core N3060,4,16.0,SSD,Intel,11.6,1366x768,0,1.23,Chrome OS,293.04
Dell,Gaming,Intel Core i7 7700HQ,16,128.0,SSD,Nvidia,17.3,1920x1080,0,4.36,Windows 10,1906.68
Dell,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,14.0,1366x768,0,1.76,Windows 10,574.66
Lenovo,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,15.6,1366x768,0,2.1,Windows 10,372.88
Toshiba,Ultrabook,Intel Core i5 7200U,4,128.0,SSD,Intel,14.0,1366x768,0,1.25,Windows 10,829.65
Lenovo,Ultrabook,Intel Core i7 7500U,8,512.0,SSD,Intel,14.0,1920x1080,0,1.13,Windows 10,1902.1
MSI,Gaming,Intel Core i5 7300HQ,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.4,Windows 10,912.61
Lenovo,Ultrabook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.13,Windows 10,1427.14
Toshiba,Notebook,Intel Pentium Dual Core 4405U,4,128.0,SSD,Intel,14.0,1366x768,0,1.75,Windows 10,379.81
Asus,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.1,Windows 10,1033.63
Dell,Notebook,Intel Core i3 6006U,4,500.0,HDD,Intel,14.0,1366x768,0,1.76,Windows 10,445.27
Acer,Netbook,Intel Celeron Dual Core N3060,4,32.0,SSD,Intel,11.6,1366x768,0,1.35,Chrome OS,270.21
Acer,Notebook,Intel Core i3 7100U,8,128.0,SSD,Intel,14.0,1920x1080,0,1.5,Windows 10,471.15
Razer,Gaming,Intel Core i7 7820HK,32,512.0,SSD,Nvidia,17.3,3840x2160,1,3.49,Windows 10,4185.52
Lenovo,Ultrabook,Intel Core i7 6600U,16,512.0,SSD,Intel,14.0,2560x1440,0,1.1,Windows 10,1597.64
Asus,Notebook,Intel Core i5 7200U,4,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.1,Linux,395.03
Lenovo,Notebook,Intel Core i5 6200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.7,Windows 10,902.72
Lenovo,Notebook,Intel Core i5 7300U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.32,Windows 10,1255.89
Dell,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,15.6,1920x1080,0,3.21,Windows 10,2111.89
Asus,Gaming,Intel Core i7 7700HQ,16,256.0,SSD,Nvidia,17.3,1920x1080,0,2.9,Windows 10,1841.2
Toshiba,Notebook,Intel Core i3 7100U,4,500.0,HDD,Intel,15.6,1366x768,0,2.0,Windows 10,509.2
Lenovo,Notebook,Intel Celeron Quad Core N3160,4,16.0,SSD,Intel,14.0,1366x768,0,1.5,Chrome OS,247.37
Asus,Notebook,Intel Core i5 7200U,8,128.0,HDD,Intel,15.6,1920x1080,0,2.3,Windows 10,449.07
Asus,Gaming,Intel Core i7 6700HQ,16,512.0,SSD,Nvidia,17.3,1920x1080,0,2.73,Windows 10,1369.3
Dell,Gaming,Intel Core i7 7700HQ,32,512.0,SSD,Nvidia,17.3,1920x1080,0,4.42,Windows 10,2338.91
HP,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Nvidia,17.3,1600x900,0,2.63,Windows 10,692.64
Dell,Notebook,Intel Core i5 7200U,8,128.0,SSD,Intel,15.6,1366x768,0,2.18,Windows 10,543.45
HP,Ultrabook,Intel Core i7 6500U,8,512.0,SSD,Intel,14.0,1920x1080,0,1.54,Windows 7,1423.34
Dell,Notebook,Intel Core i7 7500U,4,256.0,SSD,AMD,15.6,1920x1080,0,2.18,Windows 10,562.48
HP,2 in 1 Convertible,Intel Celeron Dual Core N3350,4,32.0,SSD,Intel,11.6,1366x768,1,1.4,Chrome OS,468.1
Asus,Ultrabook,Intel Core i5 6200U,8,512.0,SSD,Nvidia,13.3,1920x1080,0,1.45,Windows 10,780.93
HP,2 in 1 Convertible,Intel Core i5 7200U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.28,Windows 10,1733.12
HP,Ultrabook,Intel Core i7 6500U,8,512.0,SSD,Intel,14.0,1920x1080,0,1.54,Windows 10,1117.36
HP,Notebook,Intel Celeron Dual Core N3060,4,128.0,SSD,Intel,15.6,1366x768,0,1.86,No OS,227.58
Asus,Gaming,Intel Core i7 7700HQ,16,128.0,SSD,Nvidia,15.6,1920x1080,0,2.1,Windows 10,1445.41
Dell,Notebook,Intel Core i7 7500U,8,1024.0,HDD,AMD,17.3,1920x1080,0,2.83,Linux,658.39
Lenovo,Ultrabook,Intel Core i7 7700HQ,8,256.0,SSD,Nvidia,14.0,1920x1080,0,1.96,Windows 10,1448.45
Asus,Notebook,Intel Core i7 7500U,8,256.0,SSD,Nvidia,15.6,1920x1080,0,2.3,Windows 10,599.02
Dell,Notebook,Intel Core i5 7200U,8,128.0,SSD,Intel,15.6,1920x1080,0,1.9,Windows 10,719.28
Asus,Notebook,Intel Pentium Quad Core N4200,4,1024.0,HDD,Intel,15.6,1366x768,0,2.0,Windows 10,341.75
HP,2 in 1 Convertible,Intel Core i7 7600U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.28,Windows 10,1947.76
Dell,Notebook,Intel Core i5 6200U,8,1024.0,HDD,Intel,13.3,1920x1080,1,1.62,Windows 10,493.98
Lenovo,Notebook,Intel Core i3 6006U,4,1024.0,HDD,Intel,15.6,1920x1080,0,2.2,No OS,356.98
Lenovo,Notebook,Intel Core i5 7200U,8,1024.0,HDD,Intel,15.6,1920x1080,0,2.3,Windows 10,647.47
HP,Notebook,Intel Core i5 7300U,8,256.0,SSD,AMD,15.6,1920x1080,0,1.84,Windows 10,1026.78
Toshiba,Notebook,Intel Core i5 7200U,4,128.0,SSD,Intel,13.3,1920x1080,0,1.05,Windows 10,978.07
Lenovo,Gaming,Intel Core i5 7300HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.5,No OS,774.08
Dell,Ultrabook,Intel Core i7 7660U,16,512.0,SSD,Intel,13.3,3200x1800,1,1.29,Windows 10,1704.96
HP,Notebook,Intel Core i5 6200U,4,500.0,HDD,Intel,15.6,1920x1080,0,2.07,Windows 10,692.64
Toshiba,Ultrabook,Intel Core i5 6200U,8,256.0,SSD,Intel,13.3,1366x768,0,1.2,Windows 10,833.45
Lenovo,2 in 1 Convertible,Intel Core i7 7500U,8,256.0,SSD,Intel,13.3,1920x1080,1,1.37,Windows 10,1484.23
Acer,Notebook,Intel Core i5 7200U,8,256.0,SSD,Intel,14.0,1920x1080,0,1.56,Windows 10,686.55
Dell,Workstation,Intel Core i7 7700HQ,8,1024.0,HDD,Nvidia,15.6,1920x1080,0,2.23,Windows 10,1353.31
Lenovo,Notebook,Intel Core i5 7200U,4,500.0,HDD,Intel,15.6,1366x768,0,2.38,Windows 10,803.01
Lenovo,Notebook,Intel Core i3 6006U,4,1024.0,HDD,AMD,15.6,1920x1080,0,2.2,No OS,364.59
Toshiba,Notebook,Intel Core i7 7500U,8,256.0,SSD,Intel,15.6,1920x1080,0,2.0,Windows 10,1056.47
Lenovo,Notebook,Intel Core i3 7100U,4,180.0,SSD,Intel,13.3,1920x1080,0,1.44,Windows 10,559.44
